q,t,action,v
66,4.0,20.0,1054.830129095814
66,5.0,20.0,984.8112528897029
66,6.0,20.0,914.6128868089661
66,7.0,20.0,844.5514460621366
66,8.0,20.0,774.5735223743202
66,9.0,20.0,711.2872226672617
66,10.0,20.0,647.5883591400299
66,11.0,20.0,584.1643262603717
66,12.0,20.0,520.46638229106
66,13.0,20.0,456.95214539999995
66,14.0,20.0,393.4725
66,15.0,5.0,330.0
67,1.0,20.0,329.6804827264883
67,2.0,20.0,1199.7187711174263
67,3.0,20.0,1129.6391818447291
67,4.0,20.0,1059.7321138241364
67,5.0,20.0,989.9136934737787
67,6.0,20.0,919.8892760294169
67,7.0,20.0,849.878351846739
67,8.0,20.0,779.4394256542031
67,9.0,20.0,716.3447317836752
67,10.0,20.0,652.7478949161966
67,11.0,20.0,589.2195860475708
67,12.0,20.0,525.58056284717
67,13.0,20.0,462.01432024999997
67,14.0,20.0,398.477
67,15.0,5.0,335.0
68,1.0,20.0,321.7813868625277
68,2.0,20.0,1204.7176882246888
68,3.0,20.0,1134.4519024039662
68,4.0,20.0,1064.3275371602494
68,5.0,20.0,994.9355971499488
68,6.0,20.0,924.8067831260483
68,7.0,20.0,854.6610092291921
68,8.0,20.0,784.6422606182922
68,9.0,20.0,721.3701405810309
68,10.0,20.0,657.5892399956272
68,11.0,20.0,594.0085847177544
68,12.0,20.0,530.81373226024
68,13.0,20.0,467.09989465
68,14.0,20.0,403.28200000000004
68,15.0,5.0,340.0
69,1.0,20.0,313.240083442425
69,2.0,20.0,1209.6247038515296
69,3.0,20.0,1139.5649756995172
69,4.0,20.0,1069.5084892096356
69,5.0,20.0,999.5691323911122
69,6.0,20.0,929.7522240317835
69,7.0,20.0,859.580463279593
69,8.0,20.0,789.5728156317563
69,9.0,20.0,726.1522568549527
69,10.0,20.0,662.6222227819788
69,11.0,20.0,599.0625512862767
69,12.0,20.0,535.53930674079
69,13.0,20.0,472.0134708
69,14.0,20.0,408.507
69,15.0,5.0,345.0
70,1.0,20.0,304.3895813368413
70,2.0,20.0,1214.594245831202
70,3.0,20.0,1144.4167934260101
70,4.0,20.0,1074.6939773185516
70,5.0,20.0,1004.5421106460608
70,6.0,20.0,934.6805730817487
70,7.0,20.0,864.6486866578471
70,8.0,20.0,794.6747100326418
70,9.0,20.0,730.9298197973382
70,10.0,20.0,667.8554839604544
70,11.0,20.0,604.1733236629091
70,12.0,20.0,540.6012367647351
70,13.0,20.0,477.09361640000003
70,14.0,20.0,413.2325
70,15.0,5.0,350.0
71,1.0,20.0,295.6293262782011
71,2.0,20.0,1219.5270294806044
71,3.0,20.0,1149.7688861278878
71,4.0,20.0,1080.0466084427806
71,5.0,20.0,1009.6649916744934
71,6.0,20.0,939.9025983439791
71,7.0,20.0,869.7528719867126
71,8.0,20.0,799.7492689165738
71,9.0,20.0,735.9895879259802
71,10.0,20.0,672.5165184079826
71,11.0,20.0,609.231191843541
71,12.0,20.0,545.559195378925
71,13.0,20.0,481.92978519999997
71,14.0,20.0,418.432
71,15.0,5.0,355.0
72,1.0,20.0,286.8025963665276
72,2.0,20.0,1224.712517590984
72,3.0,20.0,1154.4816282007607
72,4.0,20.0,1084.8566186311825
72,5.0,20.0,1014.9099682987369
72,6.0,20.0,944.6597953782193
72,7.0,20.0,874.3717062826026
72,8.0,20.0,804.955609280449
72,9.0,20.0,741.18455200715
72,10.0,20.0,677.2852393484368
72,11.0,20.0,614.2359880759875
72,12.0,20.0,550.6194666029251
72,13.0,20.0,486.87368175000006
72,14.0,20.0,423.591
72,15.0,5.0,360.0
73,1.0,20.0,277.57299043886076
73,2.0,20.0,1229.6189291902444
73,3.0,20.0,1159.716071259943
73,4.0,20.0,1089.7039489115712
73,5.0,20.0,1019.8250531673623
73,6.0,20.0,949.5626768983866
73,7.0,20.0,879.5653131977003
73,8.0,20.0,809.760143154579
73,9.0,20.0,746.3343883224887
73,10.0,20.0,682.5679697721847
73,11.0,20.0,619.3553223677586
73,12.0,20.0,555.562870999865
73,13.0,20.0,491.7355871
73,14.0,20.0,428.474
73,15.0,5.0,365.0
74,1.0,20.0,268.5113566421139
74,2.0,20.0,1234.4161924923394
74,3.0,20.0,1164.8083367257673
74,4.0,20.0,1094.7216536091196
74,5.0,20.0,1024.8165814499982
74,6.0,20.0,954.5515527592692
74,7.0,20.0,884.8038209696034
74,8.0,20.0,814.6318156100077
74,9.0,20.0,751.2265917296949
74,10.0,20.0,687.7019310060638
74,11.0,20.0,624.1649485098998
74,12.0,20.0,560.890082600665
74,13.0,20.0,496.8613522
74,14.0,20.0,433.70950000000005
74,15.0,5.0,370.0
75,1.0,20.0,259.62805278097767
75,2.0,20.0,1239.6183601305886
75,3.0,20.0,1169.7957728234937
75,4.0,20.0,1099.8206261643932
75,5.0,20.0,1029.934003926955
75,6.0,20.0,959.7506442394326
75,7.0,20.0,889.6314542078371
75,8.0,20.0,819.5701391301684
75,9.0,20.0,756.0080772938334
75,10.0,20.0,692.9094421082552
75,11.0,20.0,629.0641627443761
75,12.0,20.0,565.621638498105
75,13.0,20.0,501.79478265
75,14.0,20.0,438.5175
75,15.0,5.0,375.0
76,1.0,20.0,250.69306990872235
76,2.0,20.0,1244.5190401794675
76,3.0,20.0,1175.046193290767
76,4.0,20.0,1104.7319844514966
76,5.0,20.0,1034.7123002615244
76,6.0,20.0,964.4341951911535
76,7.0,20.0,894.8721634435885
76,8.0,20.0,824.6297641055447
76,9.0,20.0,761.2000689385305
76,10.0,20.0,697.4726806389785
76,11.0,20.0,633.7951071422775
76,12.0,20.0,570.483741403505
76,13.0,20.0,507.0215357
76,14.0,20.0,443.5985
76,15.0,5.0,380.0
77,1.0,20.0,241.82405988274672
77,2.0,20.0,1249.6942704090457
77,3.0,20.0,1179.9015542354907
77,4.0,20.0,1109.9755071384575
77,5.0,20.0,1039.5967531681074
77,6.0,20.0,969.6083777861586
77,7.0,20.0,899.95239994994
77,8.0,20.0,829.6639797972084
77,9.0,20.0,766.1287578237989
77,10.0,20.0,702.8140960949631
77,11.0,20.0,639.1115258874055
77,12.0,20.0,575.15911742941
77,13.0,20.0,512.3009185
77,14.0,20.0,448.3855
77,15.0,5.0,385.0
78,1.0,20.0,232.88129246950461
78,2.0,20.0,1254.8572688306685
78,3.0,20.0,1184.552230503725
78,4.0,20.0,1114.9831129206077
78,5.0,20.0,1044.7857443833825
78,6.0,20.0,974.6641841689956
78,7.0,20.0,904.8195434893966
78,8.0,20.0,834.6850780692566
78,9.0,20.0,771.1315884227349
78,10.0,20.0,707.7951689660559
78,11.0,20.0,644.2507147248028
78,12.0,20.0,580.32334114194
78,13.0,20.0,516.9537711
78,14.0,20.0,453.59850000000006
78,15.0,5.0,390.0
79,1.0,20.0,223.6835886082073
79,2.0,20.0,1260.2479266686462
79,3.0,20.0,1189.7076313118082
79,4.0,20.0,1120.0326330756948
79,5.0,20.0,1049.570045328767
79,6.0,20.0,979.7304650721594
79,7.0,20.0,909.9199328113428
79,8.0,20.0,839.6963768873572
79,9.0,20.0,776.109110315172
79,10.0,20.0,712.7774831662433
79,11.0,20.0,649.2742394380899
79,12.0,20.0,585.4390989849201
79,13.0,20.0,522.25866155
79,14.0,20.0,458.40950000000004
79,15.0,5.0,395.0
80,1.0,20.0,214.57170757285235
80,2.0,20.0,1264.6848519551145
80,3.0,20.0,1194.712131433063
80,4.0,20.0,1125.0107143231273
80,5.0,20.0,1054.380808326182
80,6.0,20.0,984.9546676140806
80,7.0,20.0,914.4672849690602
80,8.0,20.0,844.6559005430918
80,9.0,20.0,781.1708955455549
80,10.0,20.0,717.3972039996954
80,11.0,20.0,653.8396466683869
80,12.0,20.0,590.4709440530801
80,13.0,20.0,527.0108752
80,14.0,20.0,463.333
80,15.0,5.0,400.0
81,1.0,20.0,205.59821900151996
81,2.0,20.0,1270.0419055324276
81,3.0,20.0,1199.9475129386103
81,4.0,20.0,1129.6223431412734
81,5.0,20.0,1059.8392267495453
81,6.0,20.0,989.8653650135878
81,7.0,20.0,919.6772594391915
81,8.0,20.0,849.7591269394902
81,9.0,20.0,786.6076870556556
81,10.0,20.0,722.8871756965933
81,11.0,20.0,658.8712948319024
81,12.0,20.0,595.436891135385
81,13.0,20.0,532.1443494
81,14.0,20.0,468.534
81,15.0,5.0,405.0
82,1.0,20.0,196.9832775125144
82,2.0,20.0,1274.84530983226
82,3.0,20.0,1204.9281256159832
82,4.0,20.0,1135.1086511834546
82,5.0,20.0,1064.9443442122872
82,6.0,20.0,994.6496328452026
82,7.0,20.0,924.7252864504208
82,8.0,20.0,854.2609405359141
82,9.0,20.0,791.3802809037936
82,10.0,20.0,727.815587514879
82,11.0,20.0,663.8655317740752
82,12.0,20.0,600.65286463697
82,13.0,20.0,537.1257068
82,14.0,20.0,473.34950000000003
82,15.0,5.0,410.0
83,1.0,20.0,188.04874360570443
83,2.0,20.0,1279.596841135214
83,3.0,20.0,1210.1046686588115
83,4.0,20.0,1139.8026451795818
83,5.0,20.0,1069.90939363431
83,6.0,20.0,999.9699301801921
83,7.0,20.0,929.8287284336491
83,8.0,20.0,859.4808801940394
83,9.0,20.0,796.3919109166686
83,10.0,20.0,732.5123576372418
83,11.0,20.0,669.0647309399968
83,12.0,20.0,605.777876547055
83,13.0,20.0,541.8539833
83,14.0,20.0,478.34350000000006
83,15.0,5.0,415.0
84,1.0,20.0,178.90464671010977
84,2.0,20.0,1284.6878916484966
84,3.0,20.0,1215.0330361101517
84,4.0,20.0,1144.8899918994252
84,5.0,20.0,1074.5437098477194
84,6.0,20.0,1004.6896223435702
84,7.0,20.0,934.7473927684383
84,8.0,20.0,864.6387634022481
84,9.0,20.0,801.2073161188615
84,10.0,20.0,737.5149205564715
84,11.0,20.0,673.8692955317773
84,12.0,20.0,610.56375232905
84,13.0,20.0,546.91917315
84,14.0,20.0,483.5415
84,15.0,5.0,420.0
85,1.0,20.0,170.00360354862232
85,2.0,20.0,1289.9278812720659
85,3.0,20.0,1219.9350601811334
85,4.0,20.0,1149.602300483772
85,5.0,20.0,1079.7627949514324
85,6.0,20.0,1009.6472651400874
85,7.0,20.0,939.6581882141634
85,8.0,20.0,869.9251409104548
85,9.0,20.0,806.4001141260642
85,10.0,20.0,742.4694730067738
85,11.0,20.0,679.0737706698912
85,12.0,20.0,615.633115720595
85,13.0,20.0,551.9660948000001
85,14.0,20.0,488.663
85,15.0,5.0,425.0
86,1.0,20.0,160.84840107657692
86,2.0,20.0,1294.8704117612351
86,3.0,20.0,1224.9192956210595
86,4.0,20.0,1154.8050571362955
86,5.0,20.0,1084.642588446017
86,6.0,20.0,1014.6509267578056
86,7.0,20.0,944.3237388814562
86,8.0,20.0,874.9849684389952
86,9.0,20.0,811.3216450559942
86,10.0,20.0,747.2324352096541
86,11.0,20.0,684.2900155491642
86,12.0,20.0,620.51671260184
86,13.0,20.0,557.1541366
86,14.0,20.0,493.59250000000003
86,15.0,5.0,430.0
87,1.0,20.0,151.57041677410507
87,2.0,20.0,1300.0616742821867
87,3.0,20.0,1229.6892214570075
87,4.0,20.0,1159.8242820442686
87,5.0,20.0,1089.9348089964208
87,6.0,20.0,1019.8100371641101
87,7.0,20.0,949.2164462593803
87,8.0,20.0,879.6622241184637
87,9.0,20.0,816.2465411732215
87,10.0,20.0,752.5430760057617
87,11.0,20.0,689.1380762505842
87,12.0,20.0,625.56814199379
87,13.0,20.0,562.03632645
87,14.0,20.0,498.5205
87,15.0,5.0,435.0
88,1.0,20.0,142.85688034074246
88,2.0,20.0,1305.0130645814857
88,3.0,20.0,1234.8402619850006
88,4.0,20.0,1164.8921511449655
88,5.0,20.0,1094.9248552504073
88,6.0,20.0,1024.8608008378076
88,7.0,20.0,954.8123232976204
88,8.0,20.0,884.9250185179504
88,9.0,20.0,821.2057610529062
88,10.0,20.0,757.4042652465461
88,11.0,20.0,694.139441097795
88,12.0,20.0,630.28161962783
88,13.0,20.0,567.0212663
88,14.0,20.0,503.4845
88,15.0,5.0,440.0
89,1.0,20.0,133.87774180203223
89,2.0,20.0,1309.8525108404492
89,3.0,20.0,1239.7920951099381
89,4.0,20.0,1169.8671464771912
89,5.0,20.0,1099.7388042916516
89,6.0,20.0,1029.644561776295
89,7.0,20.0,959.9821583455791
89,8.0,20.0,889.9531058602355
89,9.0,20.0,825.7448164800838
89,10.0,20.0,762.3651813619955
89,11.0,20.0,699.2681873041779
89,12.0,20.0,635.456699723125
89,13.0,20.0,572.13950155
89,14.0,20.0,508.5145
89,15.0,5.0,445.0
90,1.0,20.0,124.8438819239359
90,2.0,20.0,1314.9735133953764
90,3.0,20.0,1245.0874370068589
90,4.0,20.0,1174.952675902469
90,5.0,20.0,1104.4921603391144
90,6.0,20.0,1034.5257816615363
90,7.0,20.0,965.1562348728208
90,8.0,20.0,894.7719361106296
90,9.0,20.0,830.9738069296506
90,10.0,20.0,767.6278926272738
90,11.0,20.0,704.0079130731544
90,12.0,20.0,640.660904557425
90,13.0,20.0,577.1331864
90,14.0,20.0,513.558
90,15.0,5.0,450.0
91,1.0,20.0,115.90325623212448
91,2.0,20.0,1319.8630810972809
91,3.0,20.0,1249.7851490675182
91,4.0,20.0,1179.8573840033798
91,5.0,20.0,1109.7701150423934
91,6.0,20.0,1039.572282410266
91,7.0,20.0,969.8385347916546
91,8.0,20.0,899.9118746443366
91,9.0,20.0,835.9611240797864
91,10.0,20.0,772.6671386938998
91,11.0,20.0,709.054840504062
91,12.0,20.0,645.73502650433
91,13.0,20.0,582.11449085
91,14.0,20.0,518.5235
91,15.0,5.0,455.0
92,1.0,20.0,106.58697599068432
92,2.0,20.0,1325.0872207323716
92,3.0,20.0,1254.8305052861863
92,4.0,20.0,1184.810540325872
92,5.0,20.0,1114.9670335063097
92,6.0,20.0,1044.7456791082643
92,7.0,20.0,974.7293325562885
92,8.0,20.0,904.5902926445776
92,9.0,20.0,840.7990858329097
92,10.0,20.0,777.5148585239442
92,11.0,20.0,713.8613168361877
92,12.0,20.0,650.54829651826
92,13.0,20.0,587.0597686
92,14.0,20.0,523.6315
92,15.0,5.0,460.0
93,1.0,20.0,97.82057747436647
93,2.0,20.0,1329.826455630615
93,3.0,20.0,1260.0981248789585
93,4.0,20.0,1189.5673639594231
93,5.0,20.0,1119.7709604083493
93,6.0,20.0,1049.7614655955394
93,7.0,20.0,979.691629729648
93,8.0,20.0,909.6011359361943
93,9.0,20.0,846.047254584127
93,10.0,20.0,782.9292710434394
93,11.0,20.0,718.9615955054386
93,12.0,20.0,655.66604524356
93,13.0,20.0,591.78957105
93,14.0,20.0,528.387
93,15.0,5.0,465.0
94,1.0,20.0,89.00330442740119
94,2.0,20.0,1334.9112490522991
94,3.0,20.0,1264.9395127744888
94,4.0,20.0,1194.5400352930412
94,5.0,20.0,1124.60366283824
94,6.0,20.0,1054.9654409755447
94,7.0,20.0,984.6874741540511
94,8.0,20.0,914.4032730801947
94,9.0,20.0,851.0532349135011
94,10.0,20.0,787.7657772890834
94,11.0,20.0,723.9886102974261
94,12.0,20.0,660.46614166718
94,13.0,20.0,597.2530870999999
94,14.0,20.0,533.5445
94,15.0,5.0,470.0
95,1.0,20.0,80.04640328912114
95,2.0,20.0,1339.6787229104177
95,3.0,20.0,1269.8247363696125
95,4.0,20.0,1199.4939134027943
95,5.0,20.0,1129.5615058616322
95,6.0,20.0,1059.79005759884
95,7.0,20.0,989.5408163315126
95,8.0,20.0,919.7641483853383
95,9.0,20.0,856.2162323497802
95,10.0,20.0,792.6134508301668
95,11.0,20.0,728.858904616888
95,12.0,20.0,665.4467866959251
95,13.0,20.0,602.2294703499999
95,14.0,20.0,538.5475
95,15.0,5.0,475.0
96,1.0,20.0,70.86820326590669
96,2.0,20.0,1344.9809183924299
96,3.0,20.0,1274.8676316133617
96,4.0,20.0,1204.7624862670405
96,5.0,20.0,1134.7127496061812
96,6.0,20.0,1064.9726455239363
96,7.0,20.0,994.8075894916208
96,8.0,20.0,924.6001484140921
96,9.0,20.0,861.2452203467553
96,10.0,20.0,797.4771811273835
96,11.0,20.0,734.164541555062
96,12.0,20.0,670.23057229575
96,13.0,20.0,607.0370556
96,14.0,20.0,543.4590000000001
96,15.0,5.0,480.0
97,1.0,20.0,61.993448026957594
97,2.0,20.0,1349.900404300866
97,3.0,20.0,1279.6986667215835
97,4.0,20.0,1209.7064052611463
97,5.0,20.0,1139.8031021899371
97,6.0,20.0,1069.5769023319374
97,7.0,20.0,999.8556077655506
97,8.0,20.0,929.5042218336077
97,9.0,20.0,866.2566145589595
97,10.0,20.0,802.5065621237105
97,11.0,20.0,738.9042541857073
97,12.0,20.0,675.8032263919849
97,13.0,20.0,611.95025855
97,14.0,20.0,548.468
97,15.0,5.0,485.0
98,1.0,20.0,52.886579973876906
98,2.0,20.0,1354.8600096954656
98,3.0,20.0,1284.4988393893184
98,4.0,20.0,1214.7967337551836
98,5.0,20.0,1144.9085899619956
98,6.0,20.0,1074.7552678986376
98,7.0,20.0,1004.6009271362693
98,8.0,20.0,934.689871710671
98,9.0,20.0,871.242338569895
98,10.0,20.0,807.5731054765342
98,11.0,20.0,744.1353089808108
98,12.0,20.0,680.5576571411049
98,13.0,20.0,617.1238443999999
98,14.0,20.0,553.5985000000001
98,15.0,5.0,490.0
99,1.0,20.0,43.901774655165354
99,2.0,20.0,1359.875471474284
99,3.0,20.0,1289.4142535797173
99,4.0,20.0,1219.6206090466553
99,5.0,20.0,1149.4376881315175
99,6.0,20.0,1079.3314588366761
99,7.0,20.0,1009.497733452065
99,8.0,20.0,939.596271637562
99,9.0,20.0,875.9818554015403
99,10.0,20.0,812.615326554188
99,11.0,20.0,748.9159807350222
99,12.0,20.0,685.6584543778799
99,13.0,20.0,622.1926855500001
99,14.0,20.0,558.4035
99,15.0,5.0,495.0
100,1.0,20.0,34.95916827067458
100,2.0,20.0,1364.6976330277698
100,3.0,20.0,1294.7622974014519
100,4.0,20.0,1224.7129437594908
100,5.0,20.0,1154.77532177333
100,6.0,20.0,1084.7769783289418
100,7.0,20.0,1014.5380932047118
100,8.0,20.0,944.8280611451162
100,9.0,20.0,881.051103313017
100,10.0,20.0,817.4376306337263
100,11.0,20.0,754.0450326694685
100,12.0,20.0,690.6149302251949
100,13.0,20.0,626.82693395
100,14.0,20.0,563.477
100,15.0,5.0,500.0
