q,t,action,v
9,4.0,25.0,220.31396785006572
9,5.0,25.0,216.4714468678907
9,6.0,25.0,211.50514172507482
9,7.0,25.0,205.96963088249026
9,8.0,25.0,200.30869883949453
9,9.0,25.0,195.42813954237488
9,10.0,25.0,191.11378784112816
9,11.0,20.0,186.31578023031932
9,12.0,20.0,181.40698802856002
9,13.0,20.0,168.21264480000002
9,14.0,15.0,132.90200000000002
9,15.0,5.0,45.0
10,1.0,25.0,108.96444010399546
10,2.0,25.0,247.49221244289103
10,3.0,25.0,244.8036319556426
10,4.0,25.0,240.8215744132425
10,5.0,25.0,235.77580747570653
10,6.0,25.0,230.21235268824753
10,7.0,25.0,224.60059644815277
10,8.0,25.0,219.14592780954018
10,9.0,25.0,214.71418351369977
10,10.0,25.0,209.91261669611978
10,11.0,25.0,205.01791876622804
10,12.0,20.0,200.12728973592
10,13.0,20.0,177.8995921
10,14.0,15.0,144.04
10,15.0,5.0,50.0
11,1.0,25.0,118.13025153173058
11,2.0,25.0,269.26041859324437
11,3.0,25.0,265.164747562831
11,4.0,25.0,260.05487686792685
11,5.0,25.0,254.47396649861133
11,6.0,25.0,248.9442186505887
11,7.0,25.0,243.47195221319433
11,8.0,20.0,238.3005193416662
11,9.0,20.0,233.51951992406845
11,10.0,25.0,228.63203877068838
11,11.0,20.0,223.77521608361698
11,12.0,20.0,218.80498765207
11,13.0,20.0,188.28179790000002
11,14.0,15.0,153.044
11,15.0,5.0,55.0
12,1.0,25.0,125.70124092176238
12,2.0,25.0,289.4315958688748
12,3.0,25.0,284.3460833250835
12,4.0,25.0,278.7712461689606
12,5.0,25.0,273.22756356838255
12,6.0,25.0,267.8084730837552
12,7.0,25.0,262.5267987235964
12,8.0,20.0,257.1057986205308
12,9.0,25.0,252.27602006755632
12,10.0,25.0,247.46270891112488
12,11.0,20.0,242.88689319222135
12,12.0,20.0,235.5464038153
12,13.0,20.0,201.0085426
12,14.0,15.0,159.966
12,15.0,5.0,60.0
13,1.0,25.0,131.78131204883454
13,2.0,25.0,308.63583989703653
13,3.0,25.0,303.04401209130367
13,4.0,25.0,297.5181586568633
13,5.0,25.0,292.08020731604904
13,6.0,25.0,286.80463328403386
13,7.0,25.0,281.38593614228205
13,8.0,20.0,275.8786145526349
13,9.0,20.0,271.1464380261183
13,10.0,25.0,266.5114718392745
13,11.0,20.0,261.71631736024824
13,12.0,20.0,249.01785101544
13,13.0,20.0,214.0324962
13,14.0,15.0,165.20800000000003
13,15.0,5.0,65.0
14,1.0,25.0,136.90220727969339
14,2.0,25.0,327.3439649627041
14,3.0,25.0,321.8434175067193
14,4.0,25.0,316.3897195093246
14,5.0,25.0,311.1225903468994
14,6.0,25.0,305.67666439693164
14,7.0,25.0,300.15331975080267
14,8.0,25.0,294.81934302521483
14,9.0,20.0,290.13332066815065
14,10.0,20.0,285.30975920754133
14,11.0,20.0,280.43100878938446
14,12.0,20.0,260.33259028855
14,13.0,20.0,225.31890299999998
14,14.0,15.0,169.855
14,15.0,5.0,70.0
15,1.0,25.0,141.6289018813693
15,2.0,25.0,346.10976198681203
15,3.0,25.0,340.71429871050213
15,4.0,25.0,335.3913109940272
15,5.0,25.0,329.9979726511523
15,6.0,25.0,324.48986634971806
15,7.0,25.0,319.12192519548773
15,8.0,20.0,313.75484015802255
15,9.0,25.0,308.9443214136393
15,10.0,20.0,304.15081561754573
15,11.0,20.0,298.64958212373796
15,12.0,20.0,271.17671109633
15,13.0,20.0,234.9396246
15,14.0,15.0,175.14299999999997
15,15.0,5.0,75.0
16,1.0,25.0,146.40108105337737
16,2.0,25.0,365.0474785528116
16,3.0,25.0,359.7014929603615
16,4.0,25.0,354.25413987600547
16,5.0,25.0,348.804527395975
16,6.0,25.0,343.4195478931806
16,7.0,25.0,337.99297840397753
16,8.0,20.0,332.59091010911436
16,9.0,20.0,327.7928024141686
16,10.0,20.0,323.02779353030405
16,11.0,20.0,315.3957844783274
16,12.0,20.0,282.90165841198996
16,13.0,15.0,246.4883086
16,14.0,15.0,180.057
16,15.0,5.0,80.0
17,1.0,25.0,151.33077653041943
17,2.0,25.0,383.97887548429196
17,3.0,25.0,378.53054952680407
17,4.0,25.0,373.090678639196
17,5.0,25.0,367.74469075099216
17,6.0,25.0,362.27890055752596
17,7.0,25.0,356.86881162480495
17,8.0,20.0,351.43491280042343
17,9.0,25.0,346.69213149169286
17,10.0,20.0,341.9455438098523
17,11.0,20.0,329.8158080399328
17,12.0,20.0,295.29651936532997
17,13.0,15.0,257.90409439999996
17,14.0,15.0,185.104
17,15.0,5.0,85.0
18,1.0,25.0,156.29524170098253
18,2.0,25.0,402.8366132802541
18,3.0,25.0,397.3567395041176
18,4.0,25.0,392.04006746789764
18,5.0,25.0,386.57460946294924
18,6.0,25.0,381.15463016990225
18,7.0,25.0,375.7279564665706
18,8.0,25.0,370.3614047776332
18,9.0,20.0,365.5822751369654
18,10.0,20.0,360.60270456325753
18,11.0,20.0,342.13138229991296
18,12.0,20.0,306.83491337872
18,13.0,15.0,269.12440319999996
18,14.0,15.0,189.94600000000003
18,15.0,5.0,90.0
19,1.0,25.0,161.09421132210593
19,2.0,25.0,421.6602242773573
19,3.0,25.0,416.32107896026713
19,4.0,25.0,410.8843439436642
19,5.0,25.0,405.4443650643254
19,6.0,25.0,400.03165512182545
19,7.0,25.0,394.6360811844609
19,8.0,20.0,389.21979941630957
19,9.0,20.0,384.43315517357877
19,10.0,20.0,378.6730748662038
19,11.0,20.0,353.51721940503273
19,12.0,20.0,317.83614473896
19,13.0,15.0,281.0284858
19,14.0,15.0,195.41000000000003
19,15.0,5.0,95.0
20,1.0,25.0,165.96788869138743
20,2.0,25.0,440.6294264901635
20,3.0,25.0,435.15661844240975
20,4.0,25.0,429.7690035969888
20,5.0,25.0,424.31029179151335
20,6.0,25.0,418.9850220094023
20,7.0,25.0,413.49401349522867
20,8.0,25.0,408.0742793394181
20,9.0,20.0,403.2982755611156
20,10.0,20.0,395.50320715822323
20,11.0,20.0,364.97167822987956
20,12.0,20.0,328.60942996534
20,13.0,15.0,291.974146
20,14.0,15.0,200.271
20,15.0,5.0,100.0
21,1.0,25.0,170.91245570532772
21,2.0,25.0,459.4165080773752
21,3.0,25.0,454.01971657645186
21,4.0,25.0,448.58676745394484
21,5.0,25.0,443.2809223117756
21,6.0,25.0,437.8032862971398
21,7.0,25.0,432.38138342364533
21,8.0,20.0,426.9640860786351
21,9.0,20.0,422.1458252653992
21,10.0,20.0,410.51125967230917
21,11.0,20.0,376.93091895245647
21,12.0,20.0,339.97083475859995
21,13.0,15.0,300.95286120000003
21,14.0,15.0,204.895
21,15.0,5.0,105.0
22,1.0,25.0,175.71822644432893
22,2.0,25.0,478.3179785311199
22,3.0,25.0,472.8802761098552
22,4.0,25.0,467.55868431324774
22,5.0,25.0,462.08145451325345
22,6.0,25.0,456.6860677896286
22,7.0,25.0,451.2335882510837
22,8.0,20.0,445.84601382108576
22,9.0,20.0,440.75514730900386
22,10.0,20.0,423.4912399949231
22,11.0,20.0,388.5729064424953
22,12.0,15.0,351.34984666789
22,13.0,15.0,308.43801600000006
22,14.0,15.0,210.06099999999998
22,15.0,5.0,110.0
23,1.0,25.0,180.5643388545601
23,2.0,25.0,497.15071440215274
23,3.0,25.0,491.83084238097933
23,4.0,25.0,486.33249156501506
23,5.0,25.0,480.9574729250411
23,6.0,25.0,475.5582724608857
23,7.0,25.0,470.144176256512
23,8.0,20.0,464.6841388028794
23,9.0,20.0,458.811494206411
23,10.0,20.0,435.52895752819586
23,11.0,20.0,399.86833093758855
23,12.0,15.0,362.82016739797996
23,13.0,15.0,314.6706438
23,14.0,15.0,215.158
23,15.0,5.0,115.0
24,1.0,25.0,185.47364581614931
24,2.0,25.0,516.132326971011
24,3.0,25.0,510.627330747158
24,4.0,25.0,505.28480015972343
24,5.0,25.0,499.8533643468405
24,6.0,25.0,494.4445854353422
24,7.0,25.0,488.99662949755077
24,8.0,20.0,483.55660488729484
24,9.0,20.0,475.7261266872363
24,10.0,20.0,447.172777596372
24,11.0,20.0,410.82730963381056
24,12.0,15.0,374.43203247796
24,13.0,15.0,319.9849279
24,14.0,15.0,220.15499999999997
24,15.0,5.0,120.0
25,1.0,25.0,190.3962804095221
25,2.0,25.0,534.9209635829195
25,3.0,25.0,529.5536663942908
25,4.0,25.0,524.1200972471373
25,5.0,25.0,518.6862735167039
25,6.0,25.0,513.2542840587026
25,7.0,25.0,507.8615432260782
25,8.0,20.0,502.3672757580282
25,9.0,20.0,491.05746295361985
25,10.0,20.0,458.8198201162319
25,11.0,20.0,422.0127405558618
25,12.0,15.0,385.74205085543997
25,13.0,15.0,325.04649589999997
25,14.0,15.0,225.08599999999998
25,15.0,5.0,125.0
26,1.0,25.0,195.18988460957036
26,2.0,25.0,553.8438316348794
26,3.0,25.0,548.4132272990367
26,4.0,25.0,542.9840733920979
26,5.0,25.0,537.5588727784326
26,6.0,25.0,532.1380898610767
26,7.0,20.0,526.6087051534638
26,8.0,20.0,520.928104855587
26,9.0,20.0,504.8885099249015
26,10.0,20.0,470.42790610483206
26,11.0,15.0,433.3149301597004
26,12.0,15.0,396.77847671634
26,13.0,15.0,330.19394239999997
26,14.0,10.0,230.0675
26,15.0,5.0,130.0
27,1.0,25.0,200.10793997315272
27,2.0,25.0,572.6805848867494
27,3.0,25.0,567.2565683722526
27,4.0,25.0,561.8551347244878
27,5.0,25.0,556.4234058739444
27,6.0,25.0,550.9071919784934
27,7.0,20.0,545.4550808116187
27,8.0,20.0,538.9692153857982
27,9.0,20.0,517.2834934736536
27,10.0,20.0,481.7135175035131
27,11.0,20.0,444.97796294707234
27,12.0,15.0,407.91017450454
27,13.0,15.0,335.1055165
27,14.0,10.0,235.1
27,15.0,5.0,135.0
28,1.0,25.0,204.96813318752157
28,2.0,25.0,591.5598658212175
28,3.0,25.0,586.1611829738695
28,4.0,25.0,580.6921529250359
28,5.0,25.0,575.2052685532947
28,6.0,20.0,569.7445631356599
28,7.0,20.0,564.3210844755902
28,8.0,20.0,556.0261726502296
28,9.0,20.0,529.0079853353733
28,10.0,20.0,493.0119163091598
28,11.0,20.0,456.3865512747335
28,12.0,15.0,419.35673728556003
28,13.0,15.0,340.01029000000005
28,14.0,15.0,240.375
28,15.0,5.0,140.0
29,1.0,25.0,209.8387500968392
29,2.0,25.0,610.4383401473779
29,3.0,25.0,604.9830391577011
29,4.0,25.0,599.471856720345
29,5.0,20.0,594.047318654473
29,6.0,25.0,588.6237288798949
29,7.0,20.0,583.1002495452126
29,8.0,20.0,571.6768753769659
29,9.0,20.0,540.8382854273045
29,10.0,20.0,504.16993604706363
29,11.0,15.0,467.7291487972243
29,12.0,15.0,430.22934197560005
